ID,Name,Node,Latitude,Longitude,Technology,Fuel,Commissioning,Capacity,Efficiency,Emission,Transport,Electrical Storage,CHP technology,CHP network,Power to heat factor,Electricity reduction,Max. heat 
BNA1448,AHKW Neunkirchen,244,49.34,7.17,Steam turbine,Waste,1999,11.6,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.36,,32
BNA1449a,Turbosatz 1,232,49.79,9.99,Steam turbine,Waste,1984,8.7,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.34,0.15,18
BNA1449b,Turbosatz 2,232,49.79,9.99,Steam turbine,Waste,1998,12,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.36,0.15,24
BNA1450,GUD-Anlage DREWSEN,380,52.62,10.25,Combined cycle,Natural gas,2000,13,0.540,0.374,0.00,0,EXT,DH_DE_Ind,1.50,0.17,8
BNA1451,HKW Sachtleben,14,51.44,6.71,Steam turbine,Lignite,1962,27.5,0.309,1.176,0.00,0,EXT,DH_DE_Rem,0.35,0.15,55
BNA1458,Annweiler,243,49.21,7.94,Combustion Engine,Other fuels,1975,28,0.358,0.000,0.00,0,EXT,DH_DE_Ind,0.70,0.00,40
BNA1461,Zeitz,341,51.05,12.11,Steam turbine,Lignite,2005,17.5,0.412,0.882,0.00,0,BKP,DH_DE_Ind,0.38,,46
BNA1463,Herzberg,335,51.66,10.35,Steam turbine,Natural gas,1978,19.5,0.361,0.559,0.00,0,EXT,DH_DE_Ind,0.42,0.15,34
BNA1464,Gas- u. Dampfturbinenanlage Südraum,238,49.21,6.98,Steam turbine,Natural gas,2012,38.6,0.398,0.507,0.00,0,BKP,DH_DE_Saar,0.50,,77
BNA1465a,EBS-Kraftwerk Witzenhausen,222,51.32,9.85,Steam turbine,Other fuels,2009,28,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.45,,62
BNA1465b,Gaskraftwerk,222,51.32,9.85,Steam turbine,Natural gas,1975,13.2,0.358,0.564,0.00,0,EXT,DH_DE_Rem,0.70,0.00,19
BNA1467,Oberkirch,267,48.53,8.09,Steam turbine,Hard coal,1986,18.5,0.390,0.872,3.78,0,BKP,DH_DE_Ind,0.52,,36
BNA1486,Grubenheizkraftwerk,338,51.46,11.71,Steam turbine,Lignite,1979,49,0.350,1.039,0.00,0,EXT,DH_DE_Ind,0.20,0.15,140
BNA1487,GTKW Darmstadt,199,49.88,8.65,Combined cycle,Natural gas,2013,94.6,0.599,0.337,0.00,0,,,,,
BNA1488,Dortmund,121,51.51,7.47,Steam turbine,Other fuels,1986,16,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.34,0.15,33
BNA1489,Heizkraftwerk Stendal,130,52.61,11.83,Steam turbine,Natural gas,1994,22,0.378,0.533,0.00,0,,,,,
BNA1490,EBKW Knapsack,168,50.86,6.85,Steam turbine,Waste,2008,33.4,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,74
BNA1492a,Kraftwerk 3,227,50.57,9.68,Steam turbine,Natural gas,1990,26.2,0.374,0.540,0.00,0,EXT,DH_DE_Ind,0.47,0.15,42
BNA1492b,Kraftwerk 2,227,50.57,9.68,Steam turbine,Natural gas,2012,8,0.398,0.507,0.00,0,EXT,DH_DE_Rem,0.55,0.15,11
BNA1498,Werk Nordstemmen,384,52.17,9.79,Steam turbine,Natural gas,1953,30.6,0.333,0.605,0.00,0,EXT,DH_DE_Ind,0.39,0.15,57
BNA1499,Werk Clauen,381,52.23,10.03,Steam turbine,Natural gas,2000,15.8,0.385,0.524,0.00,0,BKP,DH_DE_Ind,0.42,,38
BNA1500,Werk Uelzen,389,52.98,10.56,Steam turbine,Hard coal,1990,40,0.400,0.850,1.23,0,EXT,DH_DE_Ind,0.48,0.15,63
BNA1502,Heizkraftwerk Krefeld,444,51.34,6.59,Steam turbine,Natural gas,2013,12.6,0.399,0.505,0.00,0,EXT,DH_DE_Rem,0.65,0.00,19
BNA1503,BHKW H.120,114,51.25,6.79,Steam turbine,Natural gas,2012,16.9,0.398,0.507,0.00,0,EXT,DH_DE_Ind,0.70,0.00,24
BNA1504,BHKW,32,49.05,8.28,Steam turbine,Natural gas,2013,13,0.399,0.505,0.00,0,EXT,DH_DE_Ind,0.70,0.00,19
BNA1505,HKW Wiesengrund,228,50.98,10.29,Steam turbine,Natural gas,1993,22.1,0.377,0.535,0.00,0,EXT,DH_DE_Rem,0.48,0.15,35
BNA1506,Werk Klein Wanzleben,374,52.07,11.39,Steam turbine,Natural gas,1994,23.4,0.378,0.533,0.00,0,EXT,DH_DE_Ind,0.47,0.15,38
BNA1507,Bad Kreuznach,201,49.86,7.89,Steam turbine,Natural gas,2006,10.7,0.392,0.515,0.00,0,EXT,DH_DE_Ind,0.70,0.00,15
BNA1508,Trianel Kohlekraftwerk Lünen,16,51.61,7.47,Steam turbine,Hard coal,2013,746,0.458,0.743,2.15,0,,0,,,
BNA1509,BP Werk Lingen,392,52.56,7.30,Steam turbine,Natural gas,1996,66,0.381,0.530,0.00,0,EXT,DH_DE_Ind,0.65,0.00,102
BNA1510,Hamburger Rieger,355,51.52,14.34,Steam turbine,Waste,2013,18.7,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,42
BNA1511a,Kessel 4,170,50.78,6.49,Steam turbine,Lignite,1983,9.3,0.359,1.011,0.00,0,EXT,DH_DE_Rem,0.45,0.15,16
BNA1511b,Kessel 2,170,50.78,6.49,Steam turbine,Natural gas,1967,2.9,0.349,0.579,0.00,0,EXT,DH_DE_Rem,0.39,0.15,5
BNA1516,HKW 1 Werk Offstein,76,49.60,8.22,Steam turbine,Natural gas,1992,30,0.376,0.536,0.00,0,EXT,DH_DE_Ind,0.65,0.00,46
BNA1520,Biomasseheizkraftwerk Wiesbaden,200,50.04,8.26,Steam turbine,Waste,2014,10.5,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.42,0.15,18
BNA1523a,Gemeinschaftskraftwerk Weig,68,50.32,7.23,Combined cycle,Natural gas,1992,42,0.504,0.400,0.00,0,EXT,DH_DE_Rem,1.25,0.17,30
BNA1523b,Gemeinschaftskraftwerk Weig,68,50.32,7.23,Combined cycle,Natural gas,2013,0,0.599,0.337,0.00,0,,,,,
BNA1523c,Gemeinschaftskraftwerk Weig,68,50.32,7.23,Steam turbine,Other fuels,1992,0,0.330,0.000,0.00,0,,DH_DE_Rem,,,
BNA1524,Heizkraftwerk Bomlitz,400,52.90,9.66,Steam turbine,Natural gas,1912,22.1,0.288,0.700,0.00,0,EXT,DH_DE_Ind,0.48,0.00,46
BNA1526,Kraftwerk Raffinerie Heide,430,54.15,9.08,Steam turbine,Oil(heavy),1962,44.5,0.343,0.854,0.00,0,EXT,DH_DE_Ind,0.43,0.17,74
BNA1528,Stadtwerk Kempen,7,47.73,10.32,Steam turbine,Natural gas,1990,13.2,0.374,0.540,0.00,0,EXT,DH_DE_Rem,0.65,0.00,20
BNA1531,Industriekraftwerk Greifswald,417,54.14,13.67,Steam turbine,Natural gas,2014,37.7,0.400,0.504,0.00,0,EXT,DH_DE_Ind,0.70,0.00,54
BNA1541,HKW Freiberg,349,50.91,13.32,Steam turbine,Natural gas,2013,13.4,0.399,0.505,0.00,0,BKP,DH_DE_Rem,0.74,,18
BNA1553,Kösching,313,48.81,11.48,Steam turbine,Other fuels,1964,23.3,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.28,0.15,54
BNA1556,Leppersdorf,351,51.15,13.98,Steam turbine,Natural gas,2014,36,0.400,0.504,0.00,0,BKP,DH_DE_Rem,1.25,,29
BNA1557,Zwickau,347,50.79,12.49,Steam turbine,Natural gas,2014,12.9,0.400,0.504,0.00,0,BKP,DH_DE_Ind,0.23,,56
BNA1558,Moorburg B,414,53.49,9.95,Steam turbine,Hard coal,2015,766,0.463,0.735,0.53,0,,,,,
BNA1658,HKW-Mitte,216,52.03,8.91,Steam turbine,Natural gas,1980,11.3,0.363,0.556,0.00,0,EXT,DH_DE_Rem,0.48,0.00,17
BNA1671,Bremerhaven,404,53.59,8.53,Steam turbine,Natural gas,2014,17.1,0.400,0.504,0.00,0,EXT,DH_DE_Ind,1.50,0.17,10
BNA1673,Moorburg A,414,53.49,9.95,Steam turbine,Hard coal,2015,774,0.463,0.735,0.53,0,,,,,
BNA1674,Kraftwerk Wilhelmshaven,407,53.58,8.13,Steam turbine,Hard coal,2015,731,0.463,0.735,0.53,0,,,,,
BNA1677,BHKW Braunschweig,56,52.30,10.52,Steam turbine,Natural gas,2015,10.4,0.402,0.503,0.00,0,,,,,
BNA1678,Energiezentrale 2016,311,48.35,11.77,Steam turbine,Natural gas,2015,17.2,0.402,0.503,0.00,0,,,,,
BNA0046,Säckingen,79,47.57,7.95,Pumped storage,Hydro,1966,360,0.750,0.000,,2520,,,,,
BNA0228,Waldeck1/Bringhausen,224,51.17,9.05,Pumped storage,Hydro,1931,143,0.750,0.000,,1001,,,,,
BNA0229,Waldeck 2,224,51.17,9.05,Pumped storage,Hydro,1974,480,0.750,0.000,,3360,,,,,
BNA0268,Pumpspeicherwerk Rönkhausen,179,51.22,7.99,Pumped storage,Hydro,1969,138,0.749,0.000,,690,,,,,
BNA0279,Rudolf-Fettweis-Werk     ,266,48.67,8.35,Pumped storage,Hydro,1926,43,0.749,0.000,,301,,,,,
BNA0327,Geesthacht,412,53.43,10.34,Pumped storage,Hydro,1958,119.1,0.750,0.000,,534,,,,,
BNA0337,PSW Langenprozelten,233,50.05,9.58,Pumped storage,Hydro,1974,164,0.750,0.000,,1148,,,,,
BNA0350,Goldisthal,330,50.51,11.02,Pumped storage,Hydro,2004,1052,0.750,0.000,,8500,,,,,
BNA0426,Häusern,285,47.75,8.19,Pumped storage,Hydro,1931,100,0.750,0.000,,463,,,,,
BNA0443,Koepchenwerk,177,51.41,7.45,Pumped storage,Hydro,1989,153,0.751,0.000,,590,,,,,
BNA0465,Hohenwarte 1,332,50.61,11.49,Pumped storage,Hydro,1959,59.8,0.749,0.000,,600,,,,,
BNA0467,Hohenwarte 2,331,50.60,11.48,Pumped storage,Hydro,1966,317.8,0.751,0.000,,2088,,,,,
BNA0558,Erzhausen,218,51.90,9.92,Pumped storage,Hydro,1964,220,0.750,0.000,,940,,,,,
BNA0652,Markersbach,342,50.52,12.88,Pumped storage,Hydro,1980,1045.2,0.751,0.000,,4020,,,,,
BNA0669,Pumpspeicherkraftwerk Glems,277,48.50,9.29,Pumped storage,Hydro,1964,90,0.749,0.000,,560,,,,,
BNA0721,Niederwartha,351,51.09,13.61,Pumped storage,Hydro,1957,39.8,0.749,0.000,,790,,,,,
BNA0882,Bleiloch,332,50.52,11.71,Pumped storage,Hydro,1932,79.8,0.750,0.000,,800,,,,,
BNA0946a,Kraftwerksgruppe Pfreimd,325,49.55,12.28,Pumped storage,Hydro,1959,28,0.750,0.000,,88,,,,,
BNA0953,Kraftwerksgruppe Pfreimd,325,49.53,12.28,Pumped storage,Hydro,1955,99,0.750,0.000,,312,,,,,
BNA0972,Leitzach 1,305,47.87,11.87,Pumped storage,Hydro,1983,49,0.750,0.000,,250,,,,,
BNA0973,Leitzach 2,305,47.87,11.87,Pumped storage,Hydro,1960,49.8,0.751,0.000,,300,,,,,
BNA0987,PSW Vianden,235,49.95,6.18,Pumped storage,Hydro,1975,596,0.750,0.000,,2218,,,,,
BNA1675,PSW Vianden,234,49.95,6.19,Pumped storage,Hydro,2015,500,0.750,0.000,,2407,,,,,
BNA1003,Kraftwerk Waldshut,285,47.62,8.19,Pumped storage,Hydro,1951,150,0.751,0.000,,402,,,,,
BNA1019,Wehr,282,47.65,7.92,Pumped storage,Hydro,1975,910,0.750,0.000,,6370,,,,,
BNA1031,Wendefurth,335,51.74,10.92,Pumped storage,Hydro,1967,79.7,0.750,0.000,,522,,,,,
BNA1071,Witznau,284,47.69,8.25,Pumped storage,Hydro,1943,220,0.751,0.000,,636,,,,,
BNA0777,Kopswerk I ,50,46.97,10.06,Pumped storage,Hydro,1968,247,0.750,0.000,,1729,,,,,
BNA0778,Kopswerk II ,50,46.97,10.06,Pumped storage,Hydro,2008,525,0.750,0.000,,3675,,,,,
BNA0954,Lünerseewerk,50,47.07,9.87,Pumped storage,Hydro,1957,238,0.751,0.000,,1666,,,,,
BNA0974,Rodundwerk I,50,47.08,9.88,Pumped storage,Hydro,1943,198,0.751,0.000,,1386,,,,,
BNA0975,Rodundwerk II,50,47.08,9.87,Pumped storage,Hydro,2012,295,0.749,0.000,,2065,,,,,
BNA0012a,Werkskraftwerk Sappi Alfeld,223,51.98,9.82,Steam turbine,Biomass,1988,16.8,0.380,0.000,,0,EXT,DH_DE_Ind,0.35,0.15,34
BNA0021,HKW Altenstadt,301,47.80,10.86,Steam turbine,Biomass,1999,9.8,0.380,0.000,,0,,,,0.00,
BNA0027,Zellstoff Stendal GmbH,130,52.73,12.01,Steam turbine,Biomass,2013,138.9,0.380,0.000,,0,EXT,DH_DE_Ind,0.20,0.15,397
BNA0055,UTB,365,52.08,13.52,Steam turbine,Biomass,2002,16,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,28
BNA0062,,356,52.18,14.26,Steam turbine,Biomass,2001,18.3,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,32
BNA0066,BMKW Bergkamen,145,51.64,7.62,Steam turbine,Biomass,2005,17.7,0.380,0.000,,0,,,,,
BNA0068,HHKW Berlin-Neukölln,364,52.43,13.52,Steam turbine,Biomass,2005,16.5,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,29
BNA0090,"ENERTRAG Netz GmbH 
(UW Bertikow)",136,53.25,13.96,Steam turbine,Biomass,2003,20,0.380,0.000,,0,,,,,
BNA0103,Biomassekraftwerk Bischofferode,335,51.49,10.41,Steam turbine,Biomass,2006,18.1,0.380,0.000,,0,,,,,
BNA0106,,335,51.49,10.41,Steam turbine,Biomass,1999,53.5,0.380,0.000,,0,EXT,DH_DE_Ind,0.35,0.15,107
BNA0121,,148,51.86,6.89,Steam turbine,Biomass,2006,11.4,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,20
BNA0156a,Egger Kraftwerk Briilon,209,51.41,8.60,Steam turbine,Biomass,1990,18,0.380,0.000,,0,EXT,DH_DE_Ind,0.35,0.15,36
BNA0169,,246,49.52,9.33,Steam turbine,Biomass,2003,28.4,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,50
BNA0172,Dampfkraftwerk BGH - O1,315,48.18,12.85,Combined cycle,Natural gas,2001,178,0.544,0.371,,0,BKP,DH_DE_Ind,0.47,,380
BNA0176,,373,51.92,11.80,Steam turbine,Biomass,1996,10.2,0.380,0.000,,0,EXT,DH_DE_Ind,0.35,0.15,20
BNA0191,,345,51.51,12.30,Steam turbine,Biomass,2004,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0192,,345,51.52,12.32,Steam turbine,Biomass,2003,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0224,,360,52.85,13.78,Steam turbine,Biomass,2006,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0232a,Werkskraftwerk Sappi Ehingen,297,48.27,9.73,Steam turbine,Biomass,1990,13.2,0.380,0.000,,0,BKP,DH_DE_Ind,0.35,,38
BNA0232b,Werkskraftwerk Sappi Ehingen,297,48.27,9.73,Steam turbine,Biomass,1961,8,0.380,0.000,,0,,,,,
BNA0242,,350,51.47,13.50,Steam turbine,Biomass,2004,12.6,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,22
BNA0244,Emden Biomasse,409,53.34,7.21,Steam turbine,Biomass,2005,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0250a,Biomasse-HKW,392,52.62,6.87,Steam turbine,Biomass,2006,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0250b,,392,52.62,6.87,Steam turbine,Biomass,2014,10.6,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,19
BNA0277,BMKW Flörsheim Wicker,200,50.02,8.38,Steam turbine,Biomass,2003,12.6,0.380,0.000,,0,,,,,
BNA0283,BKF,72,50.13,8.77,Steam turbine,Biomass,2004,12.4,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,22
BNA0347,,293,48.63,10.20,Steam turbine,Biomass,2004,15.7,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,28
BNA0385,KWK Gütersloh,211,51.92,8.40,Steam turbine,Biomass,2001,12.1,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,21
BNA0388,Biomasse-Verstromungs-Anlage,178,51.41,7.49,Steam turbine,Biomass,2004,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0399,Müllverwertung Borsigstraße MVB,415,53.53,10.07,Steam turbine,Biomass,2005,20,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0408,Enertec Hameln,217,52.10,9.39,Steam turbine,Biomass,2002,16.8,0.380,0.000,,0,,,,,
BNA0435,,138,53.15,12.38,Steam turbine,Biomass,2002,19.7,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,35
BNA0483,,216,51.88,8.96,Steam turbine,Biomass,2000,19.9,0.380,0.000,,0,EXT,DH_DE_Ind,0.42,0.15,35
BNA0500,,201,49.97,8.04,Steam turbine,Biomass,2004,12.4,0.380,0.000,,0,EXT,DH_DE_Ind,0.42,0.15,22
BNA0520,Stora Enso Maxau,32,49.04,8.31,Steam turbine,Biomass,2010,78,0.380,0.000,,0,EXT,DH_DE_Ind,0.42,0.15,137
BNA0549,BMKW Königs Wusterhausen,365,52.30,13.64,Steam turbine,Biomass,2003,17.1,0.380,0.000,,0,,,,,
BNA0553,BMHKW-BinderHolz,313,48.79,11.51,Steam turbine,Biomass,2007,15.1,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,26
BNA0566,,295,48.49,11.18,Steam turbine,Biomass,2007,9.6,0.380,0.000,,0,,,,,
BNA0573,Landesbergen Biomasse,386,52.58,9.11,Steam turbine,Biomass,2005,20,0.380,0.000,,0,,,,,
BNA0601,,182,50.70,8.07,Steam turbine,Biomass,2006,14,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,25
BNA0617,BMK Lünen ,91,51.61,7.48,Steam turbine,Biomass,2006,20,0.380,0.000,,0,,,,,
BNA0621,Biomasseheizkraftwerk Piesteritz,337,51.87,12.57,Steam turbine,Biomass,2009,18.1,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,32
BNA0628,Biomasse-Heizkraftwerk Malchin,419,53.74,12.78,Steam turbine,Biomass,2003,9.8,0.380,0.000,,0,,,,,
BNA0636,BMKW Mannheim,250,49.52,8.46,Steam turbine,Biomass,2003,17.9,0.380,0.000,,0,,,,,
BNA0637,SCA Mannheim,250,49.53,8.46,Steam turbine,Biomass,2000,59.2,0.380,0.000,,0,BKP,DH_DE_Ind,0.42,,141
BNA0692,KWK Neumarkt,323,49.26,11.45,Steam turbine,Biomass,1997,15.6,0.380,0.000,,0,EXT,DH_DE_Rem,0.35,0.15,31
BNA0701,,115,51.20,6.71,Steam turbine,Biomass,2008,12.1,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,21
BNA0756,,254,49.01,9.67,Steam turbine,Biomass,2000,18.8,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,33
BNA0775,Biomasse-HKW,395,53.10,7.40,Steam turbine,Biomass,2003,20,0.380,0.000,,0,,,,,
BNA0797,Heizkraftwerk Pforzheim GmbH,265,48.90,8.73,Steam turbine,Biomass,2004,12.3,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,22
BNA0826,BMHKW-RE Recklinghausen,154,51.60,7.25,Steam turbine,Biomass,2004,14,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,25
BNA0860,,332,50.50,11.66,Steam turbine,Biomass,2008,12.9,0.380,0.000,,0,EXT,DH_DE_Ind,0.42,0.15,23
BNA0926a,Heizkraftwerk der Sappi Stockstadt GmbH,128,49.98,9.07,Steam turbine,Biomass,2003,14,0.380,0.000,,0,EXT,DH_DE_Ind,0.42,0.15,25
BNA1055,Wi-Biebrich,200,50.04,8.25,Steam turbine,Biomass,2006,6.7,0.380,0.000,,0,,,,,
BNA1091,Zolling,311,48.46,11.80,Steam turbine,Biomass,2003,10,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,18
BNA1256,UPM Schwedt,360,53.09,14.32,Steam turbine,Biomass,2009,13.3,0.380,0.000,,0,BKP,DH_DE_Ind,0.42,,32
BNA1335c,PKV Kraftwerk,405,53.40,8.13,Combustion Engine,Biomass,2006,1.92,0.380,0.000,,0,,,,,
BNA1337b,Blockheizkraftwerk 1,128,49.99,9.16,Steam turbine,Biomass,2005,1.1,0.380,0.000,,0,,,,,
BNA1337c,Blockheizkraftwerk 2,128,49.99,9.16,Steam turbine,Biomass,2010,0.8,0.380,0.000,,0,,,,,
BNA1398,Energieanlage 3,138,53.15,12.38,Steam turbine,Biomass,2002,18.6,0.380,0.000,,0,,,,,
BNA1405b,BioHKW I,297,48.40,9.96,Steam turbine,Biomass,2003,8.7,0.380,0.000,,0,,,,,
BNA1405c,BioHKW II,297,48.40,9.96,Steam turbine,Biomass,2012,4.5,0.380,0.000,,0,,,,,
BNA1501,Bio HKW Herbrechtingen,293,48.63,10.20,Steam turbine,Biomass,2004,14,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,25
BNA1522,BioEnergie Park Klarsee,360,53.32,14.27,Steam turbine,Biomass,2006,17.8,0.380,0.000,,0,EXT,DH_DE_Rem,0.42,0.15,31
